mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0036273956298828124,0.0002714113625843676,0.0023736476898193358,0.00019907756621727525,entropy,2,2,"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 2}",0.7762237762237763,0.7622377622377622,0.795774647887324,0.8169014084507042,0.795774647887324,0.789382448537378,0.01870293148750461,29
0.0033342838287353516,4.7148321419811404e-05,0.002381706237792969,0.0001933870457558134,entropy,2,5,"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 5}",0.7762237762237763,0.7622377622377622,0.795774647887324,0.8169014084507042,0.795774647887324,0.789382448537378,0.01870293148750461,29
0.0034717559814453126,0.000299868766833079,0.0023909091949462892,0.0003352505502481961,entropy,2,10,"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 10}",0.7762237762237763,0.7622377622377622,0.795774647887324,0.8169014084507042,0.795774647887324,0.789382448537378,0.01870293148750461,29
0.003751182556152344,0.00011254332791059199,0.0022778987884521486,4.4400018000079504e-05,entropy,4,2,"{'criterion': 'entropy', 'max_depth': 4, 'min_samples_split': 2}",0.8041958041958042,0.7552447552447552,0.8661971830985915,0.8309859154929577,0.8169014084507042,0.8147050132965626,0.03624169213056611,4
0.0036545276641845705,0.00013263449914705406,0.002158784866333008,4.5980950006817174e-05,entropy,4,5,"{'criterion': 'entropy', 'max_depth': 4, 'min_samples_split': 5}",0.8041958041958042,0.7552447552447552,0.8661971830985915,0.8309859154929577,0.8169014084507042,0.8147050132965626,0.03624169213056611,4
0.0037738800048828123,0.0001253479098440136,0.0027842044830322264,0.0006888673089414957,entropy,4,10,"{'criterion': 'entropy', 'max_depth': 4, 'min_samples_split': 10}",0.8041958041958042,0.7552447552447552,0.8661971830985915,0.8380281690140845,0.8169014084507042,0.816113464000788,0.036976436799123075,2
0.004324674606323242,0.0003296368411451689,0.0026752471923828123,0.0003622306395172265,entropy,6,2,"{'criterion': 'entropy', 'max_depth': 6, 'min_samples_split': 2}",0.7972027972027972,0.7482517482517482,0.852112676056338,0.8450704225352113,0.8028169014084507,0.8090909090909092,0.03748997649717452,12
0.0041010379791259766,0.00015773928870986214,0.002343559265136719,7.06156388906423e-05,entropy,6,5,"{'criterion': 'entropy', 'max_depth': 6, 'min_samples_split': 5}",0.7902097902097902,0.7482517482517482,0.852112676056338,0.8380281690140845,0.8028169014084507,0.8062838569880822,0.03673173845971611,15
0.004326820373535156,0.000541977128895514,0.0022668361663818358,5.167568566378691e-05,entropy,6,10,"{'criterion': 'entropy', 'max_depth': 6, 'min_samples_split': 10}",0.8041958041958042,0.7412587412587412,0.852112676056338,0.852112676056338,0.8028169014084507,0.8104993597951344,0.04088118006092581,9
0.004563713073730468,0.0003884179391309981,0.0024816513061523436,0.00019247686494640838,entropy,8,2,"{'criterion': 'entropy', 'max_depth': 8, 'min_samples_split': 2}",0.7762237762237763,0.7482517482517482,0.8450704225352113,0.8309859154929577,0.8098591549295775,0.8020782034866543,0.035525395451035904,17
0.00430445671081543,0.00017172867727265276,0.0024370193481445313,0.00024984322355751904,entropy,8,5,"{'criterion': 'entropy', 'max_depth': 8, 'min_samples_split': 5}",0.7832167832167832,0.7482517482517482,0.8450704225352113,0.8309859154929577,0.8169014084507042,0.804885255589481,0.034978155662575616,16
0.004569005966186523,0.000621299135858137,0.0024874210357666016,0.00021699737410034705,entropy,8,10,"{'criterion': 'entropy', 'max_depth': 8, 'min_samples_split': 10}",0.8041958041958042,0.7342657342657343,0.8450704225352113,0.8450704225352113,0.8169014084507042,0.8091007583965328,0.040676339634079045,11
0.004452657699584961,7.375661303750374e-05,0.0024026870727539063,0.0001513716986391589,entropy,10,2,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2}",0.7622377622377622,0.7692307692307693,0.8309859154929577,0.8450704225352113,0.8028169014084507,0.8020683541810303,0.03271313680414997,19
0.0043948650360107425,8.508952999531891e-05,0.0023274898529052736,5.991803750201619e-05,entropy,10,5,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5}",0.7552447552447552,0.7622377622377622,0.8380281690140845,0.8380281690140845,0.8098591549295775,0.8006796020880529,0.035822326702703675,20
0.004337692260742187,0.00014600295938580198,0.002252483367919922,5.0346101155169794e-05,entropy,10,10,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 10}",0.7902097902097902,0.7342657342657343,0.852112676056338,0.8591549295774648,0.8028169014084507,0.8077120063035557,0.045480629559938035,13
0.00482025146484375,0.0004478320096594263,0.002334260940551758,0.00018308930027625505,entropy,,2,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2}",0.7622377622377622,0.7062937062937062,0.7887323943661971,0.7816901408450704,0.7676056338028169,0.7613119275091106,0.02910197985014028,36
0.005009269714355469,0.00020156925866932345,0.002565145492553711,0.00014538764171656622,entropy,,5,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 5}",0.7552447552447552,0.7062937062937062,0.823943661971831,0.7887323943661971,0.8028169014084507,0.7754062838569882,0.041152982549365655,33
0.004834794998168945,0.0002891967478964223,0.0025338172912597657,0.00022546969595912231,entropy,,10,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 10}",0.7762237762237763,0.6923076923076923,0.8309859154929577,0.8169014084507042,0.8028169014084507,0.7838471387767163,0.04921805933751881,32
