name,cv_mean,cv_std
xgb_quick,0.832772581758835,0.022296426069420276
lgb_quick,0.8305379448873266,0.02074578332360558
gb_quick,0.8294080723118448,0.019301031405953177
rf_quick,0.8215240725629277,0.027060743033106648
